CreditScore,AppliedLoanAmount,Purpose,ProposedInterestRate,ProposedLoanAmount,ProposedLoanTerm
610,8000,Community Projects,8.22,6000,12
793,86000,Emergency Business Funds,3.53,81000,24
707,76000,Working Capital,4.68,65000,12
613,93000,Startup Capital,6.97,77000,24
762,55000,Travel Costs,3.23,50000,48
805,89000,Community Projects,3.78,86000,12
704,77000,Inventory Purchase,4.08,73000,36
740,68000,Emergency Personal Funds,4.69,60000,60
707,75000,Marketing and Advertising,4.88,61000,12
693,91000,Debt Consolidation,6.92,85000,48
615,29000,Marketing and Advertising,7.22,23000,36
726,39000,Utility Payments,4.95,33000,24
754,77000,Agriculture Expenses,3.65,61000,72
810,76000,Home Renovation,2.55,61000,48
729,35000,Training and Development,5.27,30000,36
615,52000,Emergency Personal Funds,8.52,47000,60
808,7000,Technology Upgrade,3.93,5000,36
741,51000,Working Capital,4.75,43000,24
752,85000,Marketing and Advertising,2.69,76000,12
665,68000,Marketing and Advertising,5.92,66000,12
849,38000,Emergency Personal Funds,3.45,32000,60
822,53000,Community Projects,2.52,45000,36
777,36000,Business Expansion,3.77,35000,72
794,29000,Equipment Purchase,3.43,24000,12
817,9000,Emergency Business Funds,3.74,8000,36
684,56000,Green Initiatives,6.3,52000,36
612,71000,Business Expansion,7.22,70000,72
747,25000,Debt Consolidation,4.35,21000,48
664,19000,Debt Consolidation,6.59,17000,72
726,44000,Equipment Purchase,4.12,42000,12
848,54000,Education Fees,3.73,46000,60
609,24000,Home Renovation,7.85,22000,60
737,81000,Debt Consolidation,4.5,77000,48
631,27000,Training and Development,8.55,24000,36
742,10000,Business Expansion,5.44,8000,48
701,42000,Wedding Expenses,5.07,37000,48
683,67000,Emergency Personal Funds,6.66,59000,60
661,10000,Wedding Expenses,5.53,8000,60
669,77000,Wedding Expenses,6.5,70000,60
846,96000,Debt Consolidation,3.29,78000,48
729,30000,Technology Upgrade,4.36,25000,12
635,47000,Wedding Expenses,8.62,45000,72
811,78000,Debt Consolidation,3.16,71000,48
653,33000,Utility Payments,6.68,28000,36
651,60000,Social Enterprise,6.69,55000,12
821,99000,Education Fees,2.59,90000,72
657,30000,Education Fees,6.42,29000,48
606,83000,Startup Capital,7.88,73000,12
740,29000,Equipment Purchase,5.31,25000,24
693,40000,Working Capital,5.79,37000,36
695,93000,Social Enterprise,5.62,80000,36
822,59000,Debt Consolidation,2.88,47000,48
849,22000,Green Initiatives,3.52,18000,36
699,96000,Green Initiatives,6.06,88000,24
718,6000,Community Projects,4.09,5000,12
648,99000,Utility Payments,7.83,80000,24
731,47000,Agriculture Expenses,4.1,38000,48
788,39000,Childcare Expenses,3.25,35000,48
811,35000,Healthcare Expenses,3.85,31000,72
825,85000,Home Renovation,3.04,70000,72
673,22000,Vehicle for Business Use,6.64,17000,72
640,73000,Business Expansion,8.15,60000,72
769,53000,Emergency Personal Funds,3.23,50000,48
699,14000,Technology Upgrade,5.84,12000,36
835,18000,Home Renovation,3.2,14000,48
601,31000,Community Projects,7.91,27000,12
737,43000,Emergency Business Funds,5.15,37000,36
749,44000,Vehicle for Business Use,4.96,40000,72
819,50000,Vehicle for Business Use,3.41,43000,72
728,15000,Business Expansion,4.69,14000,48
807,25000,Technology Upgrade,2.65,24000,12
749,75000,Healthcare Expenses,4.36,72000,48
687,17000,Healthcare Expenses,5.46,14000,72
651,94000,Business Expansion,6.48,77000,60
837,68000,Utility Payments,3.79,54000,24
615,15000,Business Expansion,8.21,12000,72
722,44000,Debt Consolidation,5.13,40000,72
794,92000,Business Expansion,3.89,83000,60
792,82000,Home Renovation,3.93,79000,72
629,100000,Emergency Business Funds,7.68,84000,12
717,28000,Education Fees,5.17,27000,48
690,82000,Inventory Purchase,5.53,70000,12
707,75000,Equipment Purchase,4.76,63000,24
739,100000,Vehicle for Business Use,5.19,94000,72
714,37000,Wedding Expenses,4.04,31000,72
809,63000,Healthcare Expenses,2.8,52000,48
849,25000,Home Renovation,3.89,20000,72
805,84000,Travel Costs,3.02,71000,60
731,44000,Wedding Expenses,4.38,37000,48
743,10000,Healthcare Expenses,4.61,9000,72
748,16000,Home Renovation,4.76,15000,72
680,12000,Vehicle for Business Use,6.86,11000,48
771,73000,Working Capital,2.58,63000,12
767,42000,Emergency Business Funds,3.9,37000,36
756,23000,Home Renovation,2.65,22000,60
821,91000,Education Fees,2.6,84000,60
765,72000,Vehicle for Business Use,3.64,71000,72
814,85000,Home Renovation,3.66,79000,60
775,82000,Debt Consolidation,3.6,79000,60
825,56000,Business Expansion,2.87,52000,48
632,66000,Startup Capital,8.3,55000,24
726,22000,Startup Capital,4.17,21000,12
814,95000,Green Initiatives,3.01,77000,24
690,99000,Agriculture Expenses,6.64,86000,60
630,62000,Agriculture Expenses,7.1,55000,48
655,69000,Travel Costs,5.98,58000,60
805,36000,Business Expansion,3.11,33000,72
664,80000,Wedding Expenses,6.41,71000,72
671,56000,Vehicle for Business Use,5.64,48000,72
656,72000,Travel Costs,5.65,66000,60
612,12000,Emergency Business Funds,8.21,11000,24
614,81000,Utility Payments,8.16,74000,12
761,89000,Emergency Personal Funds,3.45,84000,72
614,65000,Training and Development,8.11,61000,12
830,62000,Marketing and Advertising,2.58,57000,12
837,10000,Training and Development,3.9,9000,24
712,80000,Utility Payments,5.18,76000,12
604,82000,Working Capital,7.21,73000,36
600,23000,Emergency Business Funds,7.38,20000,36
836,28000,Education Fees,2.89,24000,60
639,55000,Emergency Personal Funds,8.48,50000,60
848,68000,Childcare Expenses,2.63,61000,72
748,57000,Community Projects,5.05,49000,24
601,55000,Social Enterprise,7.8,48000,12
693,65000,Technology Upgrade,5.94,64000,12
786,14000,Equipment Purchase,3.37,13000,12
804,55000,Home Renovation,2.96,51000,48
756,96000,Business Expansion,3.23,90000,48
776,22000,Agriculture Expenses,2.85,20000,72
698,47000,Equipment Purchase,6.11,37000,36
773,91000,Utility Payments,3.34,80000,36
640,40000,Equipment Purchase,8.68,35000,24
660,64000,Green Initiatives,6.54,59000,24
842,83000,Education Fees,3.01,75000,72
645,32000,Working Capital,8.69,31000,24
799,84000,Working Capital,3.81,70000,12
690,26000,Equipment Purchase,5.87,21000,12
724,13000,Emergency Personal Funds,4.66,11000,72
759,56000,Working Capital,3.55,48000,24
655,71000,Community Projects,5.63,62000,36
615,22000,Marketing and Advertising,7.33,18000,24
708,54000,Emergency Personal Funds,4.83,52000,48
601,50000,Technology Upgrade,7.08,43000,12
748,80000,Debt Consolidation,5.32,69000,60
821,54000,Childcare Expenses,3.14,48000,60
785,80000,Vehicle for Business Use,3.56,65000,60
677,92000,Debt Consolidation,6.8,78000,60
615,100000,Utility Payments,8.83,90000,36
815,76000,Childcare Expenses,3.18,64000,60
746,37000,Utility Payments,3.98,34000,36
691,50000,Marketing and Advertising,6.3,43000,24
790,28000,Social Enterprise,3.3,27000,24
820,95000,Green Initiatives,3.06,85000,36
600,56000,Education Fees,7.88,52000,72
646,12000,Debt Consolidation,7.64,11000,72
815,10000,Green Initiatives,3.39,8000,36
848,25000,Business Expansion,3.13,22000,60
618,28000,Agriculture Expenses,8.94,25000,48
722,87000,Business Expansion,4.48,85000,72
842,33000,Home Renovation,2.5,32000,72
783,38000,Healthcare Expenses,3.48,34000,48
835,94000,Technology Upgrade,3.38,75000,12
681,10000,Business Expansion,5.9,9000,48
707,96000,Business Expansion,4.14,87000,72
812,7000,Startup Capital,2.53,5000,24
655,75000,Childcare Expenses,5.97,60000,72
605,54000,Utility Payments,8.0,52000,24
642,47000,Emergency Personal Funds,8.33,41000,48
805,47000,Vehicle for Business Use,2.61,43000,72
681,52000,Social Enterprise,6.72,46000,12
665,83000,Inventory Purchase,5.67,77000,24
806,88000,Travel Costs,3.32,78000,60
708,55000,Childcare Expenses,4.28,53000,60
602,53000,Equipment Purchase,8.17,50000,12
701,23000,Business Expansion,4.52,20000,72
808,98000,Green Initiatives,3.36,79000,24
630,30000,Training and Development,7.21,24000,24
703,20000,Agriculture Expenses,4.34,16000,60
705,36000,Childcare Expenses,4.36,35000,48
826,95000,Childcare Expenses,2.95,81000,60
742,23000,Working Capital,3.98,19000,24
778,56000,Equipment Purchase,3.12,49000,24
728,92000,Emergency Business Funds,4.15,87000,36
684,46000,Social Enterprise,6.33,37000,24
786,14000,Equipment Purchase,3.02,11000,24
680,13000,Home Renovation,6.48,11000,72
803,98000,Childcare Expenses,2.75,97000,48
832,15000,Technology Upgrade,3.13,12000,36
603,61000,Emergency Business Funds,6.98,54000,12
770,55000,Debt Consolidation,2.65,50000,48
703,20000,Home Renovation,4.79,16000,72
784,36000,Business Expansion,3.48,32000,72
626,89000,Travel Costs,7.37,79000,48
724,70000,Startup Capital,4.34,58000,24
752,34000,Marketing and Advertising,3.25,32000,36
648,13000,Home Renovation,7.75,12000,48
660,97000,Healthcare Expenses,5.67,86000,72
719,92000,Home Renovation,4.14,79000,60
757,36000,Wedding Expenses,2.83,35000,60
784,81000,Green Initiatives,3.75,80000,24
650,36000,Social Enterprise,6.36,31000,24
658,86000,Technology Upgrade,6.19,72000,24
795,94000,Equipment Purchase,3.65,92000,24
668,72000,Green Initiatives,6.31,70000,36
759,65000,Emergency Personal Funds,3.16,59000,48
666,21000,Marketing and Advertising,6.57,18000,24
737,38000,Equipment Purchase,5.13,32000,36
739,36000,Utility Payments,4.95,34000,12
708,42000,Technology Upgrade,5.34,35000,36
766,61000,Equipment Purchase,3.02,52000,24
825,73000,Debt Consolidation,3.34,64000,72
636,52000,Business Expansion,7.79,44000,48
768,99000,Community Projects,2.81,85000,36
816,25000,Social Enterprise,3.04,20000,12
653,73000,Startup Capital,5.73,69000,24
803,38000,Equipment Purchase,2.88,32000,24
731,41000,Community Projects,5.5,36000,36
782,19000,Marketing and Advertising,3.73,16000,24
825,48000,Agriculture Expenses,3.25,41000,72
613,27000,Green Initiatives,8.25,23000,24
834,27000,Training and Development,2.88,22000,24
671,50000,Community Projects,5.71,47000,12
723,26000,Training and Development,4.39,21000,36
675,6000,Working Capital,5.99,5000,24
702,14000,Marketing and Advertising,5.26,12000,12
774,28000,Technology Upgrade,3.28,25000,12
828,80000,Green Initiatives,2.71,78000,24
808,70000,Emergency Business Funds,2.64,58000,24
639,43000,Community Projects,7.34,35000,24
635,50000,Emergency Business Funds,7.59,43000,24
729,24000,Social Enterprise,4.59,19000,24
692,76000,Vehicle for Business Use,6.67,67000,48
743,86000,Childcare Expenses,4.4,77000,60
647,84000,Marketing and Advertising,7.95,72000,12
792,92000,Debt Consolidation,3.42,83000,60
745,80000,Vehicle for Business Use,5.03,70000,60
786,80000,Startup Capital,3.3,68000,36
704,12000,Community Projects,5.5,11000,36
700,21000,Childcare Expenses,4.27,19000,48
822,32000,Technology Upgrade,2.48,30000,24
634,57000,Equipment Purchase,7.36,48000,36
679,78000,Utility Payments,5.58,76000,12
766,52000,Green Initiatives,3.11,49000,12
604,30000,Technology Upgrade,8.9,26000,12
767,54000,Emergency Personal Funds,3.72,51000,60
799,42000,Debt Consolidation,3.73,38000,72
602,40000,Startup Capital,8.31,39000,12
753,95000,Childcare Expenses,3.57,76000,72
801,48000,Travel Costs,3.58,46000,60
817,16000,Social Enterprise,2.56,14000,36
665,92000,Wedding Expenses,5.6,80000,72
650,65000,Inventory Purchase,6.46,54000,36
816,62000,Green Initiatives,3.54,58000,36
804,36000,Community Projects,3.42,29000,24
816,33000,Agriculture Expenses,3.25,31000,60
846,25000,Home Renovation,3.39,24000,48
686,9000,Startup Capital,6.47,8000,36
669,94000,Childcare Expenses,5.52,86000,48
683,7000,Healthcare Expenses,6.44,5000,48
652,27000,Equipment Purchase,5.88,25000,12
602,14000,Agriculture Expenses,8.75,13000,48
607,86000,Debt Consolidation,7.41,79000,72
701,100000,Education Fees,4.54,84000,72
633,52000,Emergency Business Funds,8.85,41000,12
836,25000,Green Initiatives,3.01,22000,36
785,89000,Vehicle for Business Use,3.59,80000,48
634,100000,Business Expansion,7.35,86000,60
810,22000,Working Capital,3.41,18000,24
816,83000,Green Initiatives,3.62,79000,12
727,60000,Home Renovation,5.23,52000,48
664,9000,Utility Payments,6.39,8000,12
677,94000,Business Expansion,6.63,75000,48
654,68000,Vehicle for Business Use,6.68,61000,72
814,44000,Green Initiatives,3.09,41000,36
631,13000,Inventory Purchase,8.93,12000,12
607,100000,Emergency Business Funds,7.32,94000,24
804,44000,Startup Capital,3.45,38000,36
756,67000,Working Capital,3.57,59000,36
775,16000,Education Fees,3.29,13000,60
817,36000,Travel Costs,2.7,34000,48
761,36000,Startup Capital,2.94,31000,36
645,8000,Marketing and Advertising,7.55,7000,12
631,78000,Education Fees,7.95,68000,60
768,14000,Technology Upgrade,2.68,12000,24
695,83000,Utility Payments,5.82,76000,24
650,87000,Marketing and Advertising,6.83,74000,24
661,6000,Emergency Personal Funds,6.92,5000,48
733,21000,Utility Payments,4.15,20000,24
657,50000,Emergency Business Funds,5.59,40000,12
794,29000,Wedding Expenses,2.75,26000,48
788,65000,Equipment Purchase,2.67,58000,12
687,65000,Vehicle for Business Use,5.84,56000,72
677,78000,Equipment Purchase,5.6,62000,36
784,96000,Training and Development,3.64,80000,24
603,16000,Training and Development,8.52,14000,24
679,7000,Wedding Expenses,6.01,6000,48
818,35000,Agriculture Expenses,3.92,31000,60
844,72000,Startup Capital,3.25,64000,24
706,93000,Emergency Business Funds,4.39,83000,24
604,20000,Emergency Personal Funds,7.59,18000,72
699,97000,Healthcare Expenses,6.36,87000,72
813,82000,Travel Costs,2.84,79000,48
733,10000,Social Enterprise,4.86,8000,12
714,100000,Vehicle for Business Use,4.72,82000,60
804,53000,Business Expansion,3.45,46000,60
845,42000,Travel Costs,3.01,35000,72
637,32000,Childcare Expenses,7.32,27000,60
647,70000,Marketing and Advertising,7.89,57000,12
744,42000,Startup Capital,4.76,33000,12
736,46000,Utility Payments,4.18,39000,12
724,27000,Vehicle for Business Use,4.08,26000,60
734,72000,Agriculture Expenses,4.95,59000,72
634,35000,Vehicle for Business Use,7.71,31000,48
623,39000,Equipment Purchase,7.61,34000,12
745,13000,Travel Costs,5.02,11000,60
805,56000,Community Projects,2.55,53000,24
755,36000,Working Capital,2.96,30000,24
783,34000,Working Capital,2.61,31000,24
846,98000,Vehicle for Business Use,2.98,95000,60
832,42000,Green Initiatives,2.97,40000,36
836,98000,Social Enterprise,3.83,84000,24
634,42000,Debt Consolidation,8.17,39000,72
644,68000,Social Enterprise,7.41,62000,12
727,46000,Vehicle for Business Use,4.96,38000,48
616,59000,Home Renovation,7.53,49000,72
776,74000,Marketing and Advertising,2.56,64000,36
706,42000,Emergency Personal Funds,4.22,34000,48
815,98000,Vehicle for Business Use,3.13,84000,60
787,19000,Startup Capital,3.07,15000,36
810,35000,Business Expansion,2.66,33000,72
823,15000,Childcare Expenses,2.68,14000,60
822,86000,Travel Costs,3.42,74000,60
817,20000,Vehicle for Business Use,3.22,19000,60
623,99000,Technology Upgrade,7.92,93000,24
819,47000,Technology Upgrade,2.72,43000,12
828,11000,Education Fees,3.76,9000,60
666,81000,Home Renovation,6.56,67000,60
618,10000,Social Enterprise,7.18,9000,12
817,48000,Technology Upgrade,3.39,43000,24
740,64000,Emergency Personal Funds,4.48,53000,60
844,39000,Community Projects,3.14,38000,36
648,100000,Childcare Expenses,8.58,93000,48
639,33000,Social Enterprise,8.9,32000,36
849,38000,Agriculture Expenses,2.94,31000,72
823,14000,Emergency Business Funds,2.9,11000,36
709,78000,Agriculture Expenses,4.68,64000,60
612,12000,Social Enterprise,7.2,10000,12
832,44000,Business Expansion,3.34,38000,60
730,48000,Utility Payments,4.51,47000,24
681,23000,Emergency Business Funds,5.53,18000,36
841,67000,Travel Costs,2.82,54000,72
646,84000,Social Enterprise,7.18,81000,12
829,36000,Community Projects,3.33,31000,24
731,58000,Debt Consolidation,5.05,56000,72
824,76000,Debt Consolidation,3.39,64000,60
623,62000,Agriculture Expenses,7.32,56000,48
745,53000,Marketing and Advertising,4.4,45000,36
843,43000,Working Capital,3.36,40000,24
694,16000,Home Renovation,6.43,14000,48
800,90000,Utility Payments,3.21,81000,24
719,67000,Green Initiatives,4.32,55000,12
648,71000,Community Projects,7.98,70000,36
682,80000,Emergency Business Funds,6.48,66000,12
838,58000,Debt Consolidation,2.8,49000,48
711,86000,Business Expansion,4.88,84000,48
850,47000,Travel Costs,3.67,37000,48
749,75000,Agriculture Expenses,4.21,64000,72
757,29000,Marketing and Advertising,2.8,26000,12
728,67000,Emergency Business Funds,4.82,56000,12
787,18000,Green Initiatives,3.12,15000,36
699,77000,Training and Development,6.49,69000,24
696,36000,Social Enterprise,6.48,35000,36
788,91000,Working Capital,3.19,74000,36
618,73000,Wedding Expenses,7.97,67000,60
836,56000,Vehicle for Business Use,3.17,53000,48
601,9000,Travel Costs,7.66,8000,60
723,75000,Childcare Expenses,4.45,72000,60
620,82000,Healthcare Expenses,8.09,80000,48
832,64000,Community Projects,3.58,59000,36
644,79000,Equipment Purchase,7.68,64000,24
830,77000,Emergency Personal Funds,2.46,69000,72
820,14000,Community Projects,3.91,12000,24
776,67000,Marketing and Advertising,3.18,64000,24
848,67000,Childcare Expenses,2.7,58000,48
681,91000,Working Capital,6.05,83000,24
624,39000,Vehicle for Business Use,7.76,34000,48
619,64000,Community Projects,7.94,62000,24
625,75000,Technology Upgrade,7.94,64000,12
734,60000,Home Renovation,4.79,55000,60
606,57000,Startup Capital,8.11,54000,24
601,82000,Childcare Expenses,8.6,69000,48
713,79000,Education Fees,5.38,73000,72
833,33000,Business Expansion,2.66,26000,60
673,78000,Equipment Purchase,6.91,71000,24
695,54000,Community Projects,6.18,52000,24
801,34000,Green Initiatives,2.87,28000,24
662,95000,Green Initiatives,5.84,89000,36
643,84000,Childcare Expenses,7.98,81000,48
839,36000,Home Renovation,3.75,34000,60
663,61000,Healthcare Expenses,6.08,58000,72
605,31000,Startup Capital,7.95,30000,24
826,98000,Vehicle for Business Use,2.55,80000,72
609,85000,Emergency Personal Funds,8.93,72000,48
690,96000,Green Initiatives,6.95,83000,24
693,88000,Utility Payments,6.7,71000,24
843,53000,Social Enterprise,3.32,43000,36
700,83000,Agriculture Expenses,5.38,74000,60
842,35000,Emergency Personal Funds,2.95,31000,60
799,78000,Startup Capital,2.48,76000,24
602,89000,Debt Consolidation,7.47,88000,72
759,30000,Emergency Business Funds,3.22,29000,12
818,59000,Utility Payments,3.76,54000,24
619,75000,Education Fees,8.23,71000,72
809,46000,Green Initiatives,3.3,45000,24
673,95000,Working Capital,6.65,82000,24
741,10000,Emergency Personal Funds,4.86,8000,48
